289820.00108760595, 2098.7900301538225
572235.2130802833, 2197.8684512979717
598459.482765317, 2139.7915950990496
718738.1043014824, 2069.369059887782
798167.3826744258, 2025.8635825794877
798167.3826744258, 1996.442612313447
1207669.4400638044, 2329.671615964986
1179427.918864537, 2286.2704683384864
1179427.918864537, 2254.9715638001453
1179427.918864537, 2223.672659261804
1179427.918864537, 2192.3737547234628
1179427.918864537, 2161.0748501851212
1179427.918864537, 2129.77594564678
1179427.918864537, 2098.477041108439
1242971.3415628895, 2398.5292059493368
1242971.3415628895, 2371.403488682774
1242971.3415628895, 2055.8062012545006
1433601.609657947, 2517.725867399519
1408184.2405786067, 2467.804114660865
1306514.764261242, 2440.261078667125
1221790.20066344, 2001.0331183124038
1539507.3141552024, 2631.1843963510055
1560688.455054652, 2595.5036451772967
1560688.455054652, 2564.2047406389556
1869327.9367323592, 2664.7189369278
2005492.4139431156, 2541.460870007761
2243780.2490619384, 2614.3612351616475
2132579.2593398206, 2579.541203862743
2492658.654630486, 2691.6956117917985
2450296.372831583, 2655.597541890912
2768013.4863233455, 2618.27359822894
3101616.455489695, 2722.7336921256538
3085730.599815104, 2683.140577884652
3136565.3379737884, 2656.2235199816787
3514648.7030289844, 2757.1624871178287
3742345.9676980786, 2708.3883608789138
3699983.6858991794, 2669.78637861496
3752936.5381478034, 2645.2689033932593
3848251.672195334, 2759.5099049582045
4356599.05378215, 2703.1718767891903
4356599.05378215, 2671.872972250849
4356599.05378215, 2640.574067712508
4356599.05378215, 2609.2751631741667
4356599.05378215, 2566.082674911256
4801403.012670618, 2678.1327531585175
4992033.280765675, 2648.08580480171
4992033.280765675, 2616.786900263369
4949670.998966772, 2582.6710943165767
5274448.492758352, 2552.937135005153
5669829.789548099, 2657.2668167996235
5627467.507749196, 2623.046681171037
5659239.219098374, 2595.1906561319133
5865755.342868019, 2558.805679606092
6164056.410535283, 2707.345064060969
6326445.1574310735, 2653.0936295278443
6294673.446081895, 2613.9699988549182
6294673.446081895, 2585.0185121569525
6220539.452933818, 2537.2876827359823
6580618.84822448, 2718.821329058361
6707705.693621185, 2690.652314973854
6796666.485398877, 2646.8338486201765
6898335.961716242, 2609.2751631741667
6898335.961716242, 2577.9762586358256
6855973.679917339, 2543.54746364365
7025422.807112947, 2512.248559105309
7088966.2298113, 2472.6032800234107
7152509.652509652, 2432.7493415779227
7152509.652509652, 2401.4504370395816
7152509.652509652, 2370.1515325012406
7152509.652509652, 2338.8526279628995
7152509.652509652, 2307.5537234245585
7152509.652509652, 2277.506775067751
7184281.363858826, 2235.2532539409904
7152509.652509652, 2200.3028105398425
7237234.216107454, 2165.874015547667
7406683.343303062, 2134.7837703729147
7438455.054652236, 2107.71021794725
7533770.188699767, 2079.6976983854347
7533770.188699767, 2048.3987938470937
7491407.906900864, 2015.1176253546573
7551925.452327866, 1912.650973592231
7715322.824980769, 1979.2729275381284
7629085.322747294, 1942.6084965075001
7624546.50684027, 1862.572726330885
7597313.611398116, 1818.9778235810527
7597313.611398116, 1788.46139165617
7724400.456794821, 1748.555288369785
7787943.879493173, 1714.12649337761
7851487.302191526, 1682.8275888392686
7915030.724889878, 1657.0059925951373
8060272.833914682, 1626.4895606702546
7915030.724889878, 1901.9199206076566
8338653.542878892, 1588.4092268152729
8359834.683778346, 1552.9371350051529
8423378.106476698, 1521.3252414214282
8381015.824677799, 1488.2527322925812
8568620.215501506, 1453.8984585016876
8550464.951873403, 1416.1609221726019
8582236.663222577, 1389.4003587923203
8423378.106476698, 1620.2297797625863
8677551.797270104, 1361.0748501851217
8677551.797270104, 1330.4019237375473
8836410.354015987, 1286.1139738157945
8804638.64266681, 1245.894881484026
8884067.921039753, 1201.6069315622735
9058812.33346022, 1165.1437077751061
9201785.034531515, 1124.9246154433376
9058812.33346022, 1326.0200771021796
9312986.024253625, 1077.7154344313394
9312986.024253625, 1041.826023894042
9312986.024253625, 1010.5271193557005
9440072.86965033, 974.220390091225
9397710.587851431, 941.0435512805834
9551273.859372448, 903.4848658345736
9673065.41954429, 864.8828835706195
9842514.546739902, 827.3241981246101
9948420.25123715, 797.8510630176725
10100924.4657132, 762.6397954120384
10202593.94203056, 731.3408908736974
10266137.364728916, 702.3894041757317
10435586.491924513, 661.4400040714022
10605035.619120125, 621.7947249895033
10552082.7668715, 592.843238291538
10853914.024688672, 555.675789152258
11007477.29620969, 519.5516368309222
11071020.718908038, 479.9063577490233
10965115.01441079, 581.10614908966
11320958.181521561, 451.5286843009276
11397210.288759578, 410.21413031031716
11699394.565591749, 365.4914733810874
11918266.354886074, 326.0200771021796
12254138.732005935, 290.9205912984685
12723149.709065195, 251.94600302810568
13379765.076948177, 220.77751059200727
13906267.7221631, 201.94227696804137
14196751.940212708, 231.4526726756203
14544727.826417971, 201.86775576675973
14777720.376311924, 235.5662429863737
15206638.4795258, 211.38783923050505
15808535.900085192, 211.4313099312526
16429849.366469081, 228.99347303332206
17065283.593452606, 296.9120958815224
17119749.384336907, 259.1745595524367
16938196.7480559, 238.90479280379668
17686597.059836496, 306.71908597020274
17446544.12964272, 274.37688461391645
17446544.12964272, 246.20787052940932
17997253.79302844, 347.9293102790184
18063823.092998136, 394.2069762749943
18364393.56861892, 439.21778184918
18081978.356626246, 321.3252414214285
18765070.150633533, 402.70239322111547
19026052.065287482, 446.07373236710237
18717412.583609764, 368.27359822894005
19321075.099244114, 400.3549753807397
19607020.5013867, 452.1546623916943
19543477.078688342, 425.91574742038483
20016522.558776077, 389.4873001938158
20296920.519254524, 426.4001352287164
